"90",0.0415,0.93872,NA,NA,0.01193,NA,0.00785,0.042,0.938,0,0,0.012,0,0.008
"91",NA,NA,NA,NA,0.99632,0.00368,NA,0,0,0,0,0.996,0.004,0
"92",0.07307,0.90713,NA,NA,0.01566,NA,0.00414,0.074,0.906,0,0,0.016,0,0.004
"93",0.05231,0.14379,NA,NA,0.78728,0.01218,0.00444,0.052,0.144,0,0,0.788,0.012,0.004
"94",0.01194,0.98377,NA,NA,0.00183,NA,0.00246,0.012,0.984,0,0,0.002,0,0.002
"95",0.18652,0.80776,NA,NA,NA,NA,0.00572,0.188,0.806,0,0,0,0,0.006
"96",0.03837,0.96163,NA,NA,NA,NA,NA,0.038,0.962,0,0,0,0,0
"97",0.1938,0.80248,NA,NA,NA,NA,0.00372,0.196,0.8,0,0,0,0,0.004
"98",0.01196,0.98804,NA,NA,NA,NA,NA,0.012,0.988,0,0,0,0,0
"99",0.0735,0.82482,0.00221,NA,0.05917,0.03622,0.00408,0.074,0.824,0.002,0,0.06,0.036,0.004
"100",NA,0.00796,0.00217,NA,0.9836,0.00627,NA,0,0.008,0.002,0,0.984,0.006,0
"101",0.21282,0.783,NA,NA,NA,NA,0.00418,0.214,0.782,0,0,0,0,0.004
"102",0.07907,0.85909,NA,NA,0.05207,0.00777,0.002,0.08,0.858,0,0,0.052,0.008,0.002
"103",0.05636,0.91981,NA,NA,0.02383,NA,NA,0.056,0.92,0,0,0.024,0,0
"104",0.16385,0.76109,NA,NA,NA,NA,0.07506,0.164,0.762,0,0,0,0,0.074
"105",NA,0.02462,0.0041,NA,0.96327,0.00602,0.00199,0,0.024,0.004,0,0.964,0.006,0.002
"106",0.00193,0.02027,0.00915,NA,0.96023,0.00842,NA,0.002,0.02,0.01,0,0.96,0.008,0
"107",0.8886,0.10544,NA,NA,0.00596,NA,NA,0.89,0.104,0,0,0.006,0,0
"108",0.19695,0.80305,NA,NA,NA,NA,NA,0.196,0.804,0,0,0,0,0
"109",0.232,0.74147,NA,NA,0.002,NA,0.02453,0.23,0.744,0,0,0.002,0,0.024
"110",0.07116,0.87631,NA,NA,0.03395,0.01443,0.00415,0.072,0.876,0,0,0.034,0.014,0.004
"111",0.11212,0.88227,NA,NA,NA,NA,0.00561,0.112,0.882,0,0,0,0,0.006
"112",0.13264,0.85918,NA,NA,0.00818,NA,NA,0.134,0.858,0,0,0.008,0,0
"113",0.0102,0.9898,NA,NA,NA,NA,NA,0.01,0.99,0,0,0,0,0
"114",0.00576,0.99424,NA,NA,NA,NA,NA,0.006,0.994,0,0,0,0,0
"115",NA,0.00394,NA,NA,0.99392,0.00214,NA,0,0.004,0,0,0.994,0.002,0
"116",0.09639,0.87916,NA,NA,NA,0.00214,0.02231,0.098,0.878,0,0,0,0.002,0.022
"117",0.1794,0.8206,NA,NA,NA,NA,NA,0.18,0.82,0,0,0,0,0
"118",0.10822,0.88167,NA,NA,0.00211,NA,0.008,0.108,0.882,0,0,0.002,0,0.008
"119",NA,0.00235,0.00189,NA,0.99576,NA,NA,0,0.002,0.002,0,0.996,0,0
"120",0.0644,0.926,NA,NA,NA,0.0019,0.0077,0.064,0.926,0,0,0,0.002,0.008
"121",0.00207,0.99793,NA,NA,NA,NA,NA,0.002,0.998,0,0,0,0,0
"122",0.75526,0.24083,NA,NA,NA,0.00195,0.00196,0.754,0.242,0,0,0,0.002,0.002
"123",0.16214,0.83786,NA,NA,NA,NA,NA,0.162,0.838,0,0,0,0,0
"124",0.09337,0.87657,NA,NA,0.01941,0.00219,0.00846,0.094,0.876,0,0,0.02,0.002,0.008
"125",0.12164,0.86007,NA,NA,0.00193,0.00379,0.01257,0.122,0.86,0,0,0.002,0.004,0.012
"126",0.05764,0.89246,0.00197,NA,0.03545,0.00821,0.00427,0.058,0.892,0.002,0,0.036,0.008,0.004
"127",0.01788,0.98212,NA,NA,NA,NA,NA,0.018,0.982,0,0,0,0,0
"128",0.00194,0.99599,NA,NA,NA,0.00207,NA,0.002,0.996,0,0,0,0.002,0
"129",0.07567,0.19279,NA,NA,0.72769,NA,0.00385,0.074,0.192,0,0,0.73,0,0.004
"130",0.00796,0.98793,NA,NA,0.00203,NA,0.00208,0.008,0.988,0,0,0.002,0,0.002
"131",0.81929,0.16647,NA,NA,0.01213,NA,0.00211,0.82,0.166,0,0,0.012,0,0.002
"132",0.0338,0.93903,NA,NA,0.01845,0.00194,0.00678,0.034,0.94,0,0,0.018,0.002,0.006
"133",0.83616,0.14769,NA,NA,0.00631,NA,0.00984,0.834,0.15,0,0,0.006,0,0.01
"134",0.71145,0.28251,NA,NA,0.00415,NA,0.00189,0.71,0.284,0,0,0.004,0,0.002
"135",0.02094,0.25343,NA,0.00422,0.04413,0.67505,0.00223,0.02,0.254,0,0.004,0.044,0.676,0.002
"136",0.19903,0.79477,NA,NA,NA,NA,0.0062,0.2,0.794,0,0,0,0,0.006
"137",0.89229,0.09573,NA,NA,0.00821,NA,0.00377,0.892,0.096,0,0,0.008,0,0.004
"138",0.07192,0.922,NA,NA,NA,NA,0.00608,0.072,0.922,0,0,0,0,0.006
"139",0.04755,0.92637,NA,NA,0.02027,0.00581,NA,0.048,0.926,0,0,0.02,0.006,0
"140",NA,0.00413,NA,NA,0.99379,0.00208,NA,0,0.004,0,0,0.994,0.002,0
"141",0.03941,0.94855,NA,NA,NA,NA,0.01204,0.04,0.948,0,0,0,0,0.012
"142",0.1121,0.84978,0.00219,NA,0.03398,NA,0.00195,0.114,0.848,0.002,0,0.034,0,0.002
"143",0.01774,0.98226,NA,NA,NA,NA,NA,0.018,0.982,0,0,0,0,0
"144",0.14857,0.84196,NA,NA,0.00384,NA,0.00563,0.148,0.842,0,0,0.004,0,0.006
"145",0.26343,0.73079,NA,NA,0.00578,NA,NA,0.266,0.728,0,0,0.006,0,0
"146",0.00593,0.99407,NA,NA,NA,NA,NA,0.006,0.994,0,0,0,0,0
"147",0.1483,0.82849,NA,NA,0.002,NA,0.02121,0.146,0.83,0,0,0.002,0,0.022
"148",0.06978,0.92614,NA,NA,NA,NA,0.00408,0.07,0.926,0,0,0,0,0.004
"149",0.27062,0.72368,NA,NA,0.0057,NA,NA,0.272,0.722,0,0,0.006,0,0
"150",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0
"151",0.96005,0.03597,NA,NA,NA,NA,0.00398,0.96,0.036,0,0,0,0,0.004
"152",0.10668,0.87238,NA,NA,NA,NA,0.02094,0.106,0.872,0,0,0,0,0.022
"153",0.01568,0.98432,NA,NA,NA,NA,NA,0.016,0.984,0,0,0,0,0
"154",0.01241,0.97347,NA,NA,0.01045,0.00367,NA,0.012,0.974,0,0,0.01,0.004,0
"155",0.05809,0.93571,NA,NA,NA,NA,0.0062,0.058,0.936,0,0,0,0,0.006
"156",0.02534,0.96842,NA,NA,0.00426,NA,0.00198,0.026,0.968,0,0,0.004,0,0.002
"157",0.17392,0.81421,NA,NA,NA,NA,0.01187,0.174,0.814,0,0,0,0,0.012
"158",0.01018,0.98982,NA,NA,NA,NA,NA,0.01,0.99,0,0,0,0,0
"159",0.00187,0.03107,0.01208,NA,0.93027,0.02471,NA,0.002,0.032,0.012,0,0.93,0.024,0
"160",0.00586,0.01927,0.02171,0.00193,0.93721,0.01402,NA,0.006,0.02,0.022,0.002,0.936,0.014,0
"161",0.14657,0.85121,NA,NA,NA,NA,0.00222,0.146,0.852,0,0,0,0,0.002
"162",0.04735,0.94857,NA,NA,NA,NA,0.00408,0.048,0.948,0,0,0,0,0.004
"163",0.12563,0.84717,NA,NA,0.00203,NA,0.02517,0.126,0.846,0,0,0.002,0,0.026
"164",0.01256,0.96696,NA,NA,0.02048,NA,NA,0.012,0.968,0,0,0.02,0,0
"165",0.94403,0.04791,NA,NA,NA,NA,0.00806,0.944,0.048,0,0,0,0,0.008
"166",0.09463,0.90347,NA,NA,NA,NA,0.0019,0.096,0.902,0,0,0,0,0.002
"167",0.10644,0.88545,NA,NA,0.00181,NA,0.0063,0.104,0.888,0,0,0.002,0,0.006
"168",0.10189,0.88367,NA,NA,0.00207,NA,0.01237,0.1,0.886,0,0,0.002,0,0.012
"169",0.07826,0.91355,NA,NA,0.00819,NA,NA,0.076,0.916,0,0,0.008,0,0
"170",0.15806,0.8365,NA,NA,NA,NA,0.00544,0.156,0.838,0,0,0,0,0.006
"171",0.08933,0.8723,NA,NA,0.03276,NA,0.00561,0.09,0.872,0,0,0.032,0,0.006
"172",0.92676,0.06117,NA,NA,NA,NA,0.01207,0.928,0.06,0,0,0,0,0.012
"173",0.08375,0.90251,0.00206,NA,0.00238,NA,0.0093,0.084,0.902,0.002,0,0.002,0,0.01
"174",0.05238,0.91365,NA,NA,0.0295,0.00447,NA,0.052,0.914,0,0,0.03,0.004,0
"175",0.90565,0.0923,NA,NA,NA,NA,0.00205,0.906,0.092,0,0,0,0,0.002
"176",0.03199,0.96596,NA,NA,NA,NA,0.00205,0.032,0.966,0,0,0,0,0.002
"177",0.05925,0.86085,NA,NA,0.06599,0.00582,0.00809,0.06,0.86,0,0,0.066,0.006,0.008
"178",0.15567,0.8085,NA,NA,NA,NA,0.03583,0.154,0.81,0,0,0,0,0.036
"179",0.11744,0.87445,NA,NA,0.00811,NA,NA,0.118,0.874,0,0,0.008,0,0
"180",0.96352,0.02821,NA,NA,NA,NA,0.00827,0.964,0.028,0,0,0,0,0.008
"181",0.17867,0.81171,NA,NA,0.00185,NA,0.00777,0.178,0.812,0,0,0.002,0,0.008
"182",0.1174,0.87286,NA,NA,0.00786,NA,0.00188,0.116,0.874,0,0,0.008,0,0.002
"183",0.22963,0.76418,NA,NA,NA,NA,0.00619,0.23,0.764,0,0,0,0,0.006
"184",0.1167,0.83817,NA,NA,0.02768,NA,0.01745,0.118,0.838,0,0,0.026,0,0.018
"185",0.96123,0.02465,NA,NA,NA,NA,0.01412,0.962,0.024,0,0,0,0,0.014
"186",0.29123,0.68092,NA,NA,NA,NA,0.02785,0.292,0.68,0,0,0,0,0.028
"187",0.81781,0.18026,NA,NA,NA,NA,0.00193,0.818,0.18,0,0,0,0,0.002
"188",0.05066,0.94312,NA,NA,0.00415,0.00207,NA,0.05,0.944,0,0,0.004,0.002,0
"189",NA,0.07984,0.03479,NA,0.86366,0.02171,NA,0,0.08,0.034,0,0.864,0.022,0
"190",0.10058,0.89516,NA,NA,NA,NA,0.00426,0.1,0.896,0,0,0,0,0.004
"191",0.94538,0.04901,NA,NA,NA,NA,0.00561,0.944,0.05,0,0,0,0,0.006
"192",0.05067,0.94359,NA,NA,0.00169,NA,0.00405,0.052,0.942,0,0,0.002,0,0.004
"193",0.02201,0.97799,NA,NA,NA,NA,NA,0.022,0.978,0,0,0,0,0
"194",0.87835,0.09251,NA,NA,NA,NA,0.02914,0.878,0.092,0,0,0,0,0.03
"195",0.00384,0.99183,NA,NA,0.00433,NA,NA,0.004,0.992,0,0,0.004,0,0
"196",0.00609,0.10216,0.0134,NA,0.8605,0.01785,NA,0.006,0.1,0.014,0,0.862,0.018,0
"197",0.11555,0.87833,NA,NA,NA,NA,0.00612,0.116,0.878,0,0,0,0,0.006
"198",0.10147,0.88416,NA,NA,0.0041,NA,0.01027,0.102,0.884,0,0,0.004,0,0.01
"199",0.04644,0.94967,NA,NA,0.00205,0.00184,NA,0.046,0.95,0,0,0.002,0.002,0
"200",0.00388,0.99612,NA,NA,NA,NA,NA,0.004,0.996,0,0,0,0,0
"201",0.21359,0.78641,NA,NA,NA,NA,NA,0.214,0.786,0,0,0,0,0
"202",0.93042,0.03526,NA,NA,NA,NA,0.03432,0.93,0.036,0,0,0,0,0.034
"203",0.04925,0.15517,NA,NA,0.78997,NA,0.00561,0.05,0.154,0,0,0.79,0,0.006
"204",0.88866,0.09094,NA,NA,NA,NA,0.0204,0.888,0.092,0,0,0,0,0.02
"205",0.10309,0.89095,NA,NA,0.00596,NA,NA,0.102,0.892,0,0,0.006,0,0
"206",0.08172,0.88653,NA,NA,0.02428,0.00557,0.0019,0.082,0.886,0,0,0.024,0.006,0.002
"207",0.88654,0.10751,NA,NA,NA,NA,0.00595,0.886,0.108,0,0,0,0,0.006
"208",0.05816,0.93006,NA,NA,0.0039,NA,0.00788,0.058,0.93,0,0,0.004,0,0.008
"209",0.03614,0.95435,NA,NA,0.00783,NA,0.00168,0.036,0.954,0,0,0.008,0,0.002
"210",0.01036,0.98349,NA,NA,0.00411,0.00204,NA,0.01,0.984,0,0,0.004,0.002,0
"211",0.81637,0.17543,NA,NA,NA,NA,0.0082,0.814,0.178,0,0,0,0,0.008
"212",0.02421,0.97579,NA,NA,NA,NA,NA,0.024,0.976,0,0,0,0,0
"213",0.72897,0.26099,NA,NA,NA,NA,0.01004,0.726,0.264,0,0,0,0,0.01
"214",0.21457,0.78338,NA,NA,0.00205,NA,NA,0.214,0.784,0,0,0.002,0,0
"215",0.03906,0.95109,NA,NA,0.0079,NA,0.00195,0.038,0.952,0,0,0.008,0,0.002
"216",0.64457,0.00194,NA,NA,NA,NA,0.35349,0.644,0.002,0,0,0,0,0.354
"217",0.85744,0.1343,NA,NA,0.0041,0.00206,0.0021,0.858,0.134,0,0,0.004,0.002,0.002
"218",0.8951,0.00632,NA,NA,NA,NA,0.09858,0.894,0.006,0,0,0,0,0.1
"219",0.81444,0.17205,NA,NA,0.00591,0.00206,0.00554,0.814,0.172,0,0,0.006,0.002,0.006
"220",0.05126,0.94678,NA,NA,0.00196,NA,NA,0.05,0.948,0,0,0.002,0,0
"221",0.03467,0.11213,NA,NA,0.81427,0.0347,0.00423,0.034,0.112,0,0,0.816,0.034,0.004
"222",0.00597,0.99195,NA,NA,NA,NA,0.00208,0.006,0.992,0,0,0,0,0.002
"223",0.84012,0.15573,NA,NA,0.00415,NA,NA,0.842,0.154,0,0,0.004,0,0
"224",0.01019,0.98981,NA,NA,NA,NA,NA,0.01,0.99,0,0,0,0,0
"225",0.20687,0.78383,NA,NA,NA,NA,0.0093,0.206,0.784,0,0,0,0,0.01
"226",0.01439,0.9815,NA,NA,0.00192,NA,0.00219,0.014,0.982,0,0,0.002,0,0.002
"227",0.03952,0.95489,NA,NA,0.00195,NA,0.00364,0.04,0.954,0,0,0.002,0,0.004
"228",0.01628,0.98372,NA,NA,NA,NA,NA,0.016,0.984,0,0,0,0,0
"229",0.08955,0.90843,NA,NA,0.00202,NA,NA,0.09,0.908,0,0,0.002,0,0
"230",0.09524,0.88697,NA,NA,0.01172,NA,0.00607,0.094,0.888,0,0,0.012,0,0.006
"231",0.02994,0.96637,NA,NA,0.00369,NA,NA,0.03,0.966,0,0,0.004,0,0
"232",0.91303,0.06105,NA,NA,0.02382,NA,0.0021,0.914,0.06,0,0,0.024,0,0.002
"233",0.01038,0.9877,NA,NA,0.00192,NA,NA,0.01,0.988,0,0,0.002,0,0
"234",0.04816,0.94993,NA,NA,NA,NA,0.00191,0.048,0.95,0,0,0,0,0.002
"235",0.00413,0.99165,NA,NA,0.00422,NA,NA,0.004,0.992,0,0,0.004,0,0
"236",0.0455,0.15726,NA,NA,0.79306,0.00418,NA,0.046,0.156,0,0,0.794,0.004,0
"237",0.93805,0.00769,NA,NA,NA,NA,0.05426,0.938,0.008,0,0,0,0,0.054
"238",0.8905,0.04737,NA,NA,NA,NA,0.06213,0.89,0.048,0,0,0,0,0.062
"239",0.03073,0.14637,0.00369,NA,0.80867,0.00836,0.00218,0.03,0.146,0.004,0,0.81,0.008,0.002
"240",0.0518,0.94442,NA,NA,NA,NA,0.00378,0.052,0.944,0,0,0,0,0.004
"241",0.03784,0.95788,NA,NA,0.00428,NA,NA,0.038,0.958,0,0,0.004,0,0
"242",0.03025,0.17438,0.00223,NA,0.79116,0.00198,NA,0.03,0.176,0.002,0,0.79,0.002,0
"243",0.03085,NA,NA,NA,NA,NA,0.96915,0.03,0,0,0,0,0,0.97
"244",0.03465,0.96128,NA,NA,0.00407,NA,NA,0.034,0.962,0,0,0.004,0,0
"245",0.19896,0.79327,NA,NA,NA,NA,0.00777,0.2,0.792,0,0,0,0,0.008
"246",0.13391,0.85836,NA,NA,0.00384,NA,0.00389,0.134,0.858,0,0,0.004,0,0.004
"247",0.18737,0.80871,NA,NA,NA,NA,0.00392,0.188,0.808,0,0,0,0,0.004
"248",0.01566,0.98242,NA,NA,0.00192,NA,NA,0.016,0.982,0,0,0.002,0,0
"249",0.02998,0.97002,NA,NA,NA,NA,NA,0.03,0.97,0,0,0,0,0
"250",0.01024,0.98594,NA,NA,0.00382,NA,NA,0.01,0.986,0,0,0.004,0,0
"251",0.03302,0.96698,NA,NA,NA,NA,NA,0.034,0.966,0,0,0,0,0
"252",0.92422,0.05539,NA,NA,0.00429,NA,0.0161,0.924,0.056,0,0,0.004,0,0.016
"253",0.97615,0.01012,NA,NA,NA,NA,0.01373,0.976,0.01,0,0,0,0,0.014
"254",0.02557,0.97443,NA,NA,NA,NA,NA,0.026,0.974,0,0,0,0,0
"255",0.11666,0.86732,NA,NA,0.00799,NA,0.00803,0.118,0.866,0,0,0.008,0,0.008
"256",0.06552,0.92661,0.00197,NA,0.00207,NA,0.00383,0.064,0.928,0.002,0,0.002,0,0.004
"257",0.0144,0.9856,NA,NA,NA,NA,NA,0.014,0.986,0,0,0,0,0
"258",0.83283,0.13921,NA,NA,0.00199,NA,0.02597,0.834,0.138,0,0,0.002,0,0.026
"259",0.04952,0.94864,NA,NA,NA,NA,0.00184,0.05,0.948,0,0,0,0,0.002
"260",0.01348,0.06568,0.00202,NA,0.90524,0.01358,NA,0.014,0.066,0.002,0,0.904,0.014,0
"261",0.8652,0.02576,NA,NA,NA,NA,0.10904,0.866,0.026,0,0,0,0,0.108
"262",0.95718,0.04083,NA,NA,0.00199,NA,NA,0.958,0.04,0,0,0.002,0,0
"263",0.09498,0.88901,NA,NA,0.00188,0.00169,0.01244,0.096,0.888,0,0,0.002,0.002,0.012
"264",0.92158,0.05447,NA,NA,0.00407,0.00204,0.01784,0.92,0.056,0,0,0.004,0.002,0.018
"265",0.0019,0.9981,NA,NA,NA,NA,NA,0.002,0.998,0,0,0,0,0
"266",0.91132,0.07672,NA,NA,NA,NA,0.01196,0.912,0.076,0,0,0,0,0.012
"267",0.01423,0.98178,NA,NA,NA,NA,0.00399,0.014,0.982,0,0,0,0,0.004
"268",0.02179,0.97622,NA,NA,0.00199,NA,NA,0.022,0.976,0,0,0.002,0,0
"269",0.01855,0.98145,NA,NA,NA,NA,NA,0.018,0.982,0,0,0,0,0
"270",0.01253,0.98747,NA,NA,NA,NA,NA,0.012,0.988,0,0,0,0,0
